0	0
1.57082	5.64973
4.62142	11.8903
8.05248	16.8854
8.93806	19.7392
11.8854	21.1753
9.85217	22.7736
14.1587	18.8718
16.5722	25.1595
10.8519	25.705
16.447	16.5094
21.8781	28.5387
11.966	29.1295
17.4685	13.4059
23.5707	31.0276
28.1925	31.8944
13.103	32.2728
18.4214	10.5514
25.2639	33.7586
35.7268	32.4708
14.234	35.8456
19.1826	7.36955
26.8979	36.3111
37.9777	30.1595
43.2921	33.0352
13.0935	38.6273
15.8787	39.3841
18.4225	4.36941
20.1466	4.3831
28.7058	39.1072
40.3553	27.7735
49.8172	33.5052
11.8826	41.4831
17.6815	42.6145
17.6519	1.3667
21.0914	0.810466
30.3211	41.8477
41.4051	24.6767
52.9582	34.0086
56.8912	33.4721
11.1951	44.511
19.6286	45.9414
17.2901	-1.70956
21.726	-3.01227
31.901	44.8138
43.7213	22.4511
40.6741	21.7098
56.1628	34.5364
64.8172	33.5767
10.5372	47.689
21.4706	48.4394
33.9425	48.0293
46.1625	20.1494
40.2515	18.384
58.7294	35.8948
72.6242	33.3481
10.1838	50.5008
23.8751	51.0798
35.7275	51.4077
47.1794	17.1224
39.8446	15.0395
61.6524	37.3573
70.2902	31.0026
79.1766	32.1017
9.76208	53.8498
25.9562	54.7144
38.8027	52.2005
37.6791	54.0179
48.1783	13.9428
39.5801	11.6509
64.4541	39.18
67.9951	28.586
86.0392	31.3655
9.53294	57.4583
29.0588	55.9736
27.8294	57.913
41.8955	53.0139
39.9962	56.8107
48.5946	10.7081
38.7993	8.72006
40.0083	8.18912
67.5546	41.0229
66.8997	25.5561
9.22773	60.8785
32.2702	57.2874
30.2905	62.4784
44.6271	54.6618
42.2893	60.4169
49.181	8.05416
48.5258	7.15508
37.1085	6.26135
39.5487	5.81654
70.097	42.9767
65.6841	22.2622
35.3921	57.1541
34.9275	59.7474
47.357	56.2585
49.7442	5.35939
35.387	3.69132
73.2346	42.939
73.4355	45.7349
64.8022	19.2903
38.5319	57.0145
37.5515	62.161
50.2081	58.2885
76.5354	42.9021
76.2854	47.725
63.9091	16.475
41.687	57.819
53.2456	58.4215
52.8471	60.5746
79.9955	43.768
78.7076	49.6416
63.2948	12.9191
45.1757	58.6696
56.2559	58.5568
83.2483	44.6641
82.1585	51.5309
62.5195	10.2392
63.6479	9.38835
48.0342	59.9267
59.3266	59.6619
61.7481	7.58312
51.3945	61.2773
62.7869	60.7535
